1;Ali;0;2025-01-10;9;11;20;160.00;1
2;Sami;2;2025-01-12;14;17;50;390.00;1
3;Mouna;8;2025-01-15;10;12;40;190.00;1
4;Leila;1;2025-01-20;9;12;30;225.00;1
5;Hatem;5;2025-01-25;16;18;60;240.00;1
6;Nadia;3;2025-02-02;8;10;25;140.00;1
7;Omar;4;2025-02-05;13;15;30;130.00;1
8;Sarra;9;2025-02-10;9;12;70;300.00;1
9;Youssef;7;2025-02-15;15;17;20;120.00;1
10;Karim;2;2025-02-20;18;20;80;260.00;2
11;Salma;8;2025-02-25;10;13;60;285.00;1
12;Rania;0;2025-03-01;9;11;30;160.00;1
13;Fares;6;2025-03-03;14;16;40;170.00;1
14;Imen;1;2025-03-05;10;12;25;150.00;1
15;Majdi;5;2025-03-08;9;11;80;240.00;1
16;Amira;3;2025-03-12;11;13;35;140.00;1
17;Henda;4;2025-03-15;15;18;25;195.00;1
18;Sahar;7;2025-03-18;9;11;28;120.00;1
19;Meriem;9;2025-03-22;14;17;60;300.00;1
20;Walid;2;2025-03-25;9;12;90;390.00;1
21;Zied;0;2025-04-02;10;13;45;240.00;1
22;Mariem;8;2025-04-04;14;16;50;190.00;1
23;Anis;6;2025-04-06;9;11;55;170.00;1
24;Sofiene;5;2025-04-08;13;15;70;240.00;2
25;Nour;1;2025-04-10;16;18;35;150.00;1
26;Ons;3;2025-04-12;9;11;40;140.00;1
27;Malek;4;2025-04-15;10;12;32;130.00;1
28;Ines;7;2025-04-18;12;14;25;120.00;1
29;Rami;9;2025-04-20;9;11;65;200.00;1
30;Aya;2;2025-04-22;15;18;100;390.00;1
31;Bilel;0;2025-05-01;9;12;48;240.00;1
32;Sana;8;2025-05-03;10;13;60;285.00;1
33;Khaled;6;2025-05-05;14;16;40;170.00;1
34;Nadia;5;2025-05-07;9;11;75;240.00;1
35;Haykel;1;2025-05-09;11;13;30;150.00;1
36;Chiraz;3;2025-05-11;8;10;20;140.00;2
37;Aymen;4;2025-05-13;13;15;33;130.00;1
38;Houssem;7;2025-05-15;15;17;26;120.00;1
39;Lina;9;2025-05-17;10;12;55;200.00;1
40;Sami;2;2025-05-19;18;20;95;260.00;1
41;Rania;0;2025-06-01;9;11;35;160.00;1
42;Fethi;8;2025-06-03;14;17;70;285.00;1
43;Nidhal;6;2025-06-05;9;11;50;170.00;1
44;Sonia;5;2025-06-07;16;18;60;240.00;1
45;Kais;1;2025-06-09;10;12;28;150.00;1
46;Dorsaf;3;2025-06-11;11;13;40;140.00;1
47;Marwa;4;2025-06-13;9;11;30;130.00;2
48;Selim;7;2025-06-15;13;15;27;120.00;1
49;Imen;9;2025-06-17;9;12;65;300.00;1
50;Hichem;2;2025-06-19;14;17;85;390.00;1
51;Ramzi;0;2025-07-02;10;13;40;240.00;1
52;Syrine;8;2025-07-04;9;11;55;190.00;1
53;Hamza;6;2025-07-06;14;16;45;170.00;1
54;Nermine;5;2025-07-08;9;12;80;360.00;1
55;Foued;1;2025-07-10;15;18;30;225.00;1
56;Rim;3;2025-07-12;8;10;25;140.00;1
57;Issam;4;2025-07-14;11;13;34;130.00;1
58;Maha;7;2025-07-16;16;18;29;120.00;1
59;Nizar;9;2025-07-18;10;13;60;300.00;1
60;Chaker;2;2025-07-20;9;11;90;260.00;2
61;Oussama;0;2025-08-01;9;11;45;160.00;1
62;Rahma;8;2025-08-03;14;16;50;190.00;1
63;Yassine;6;2025-08-05;9;11;52;170.00;1
64;Ahlem;5;2025-08-07;13;15;70;240.00;1
65;Ala;1;2025-08-09;10;12;35;150.00;1
66;Sahar;3;2025-08-11;11;13;40;140.00;1
67;Ghada;4;2025-08-13;9;11;31;130.00;1
68;Achraf;7;2025-08-15;15;17;28;120.00;1
69;Nadia;9;2025-08-17;9;11;55;200.00;1
70;Anouar;2;2025-08-19;14;17;88;390.00;1
71;Sami;0;2025-09-02;10;12;38;160.00;1
72;Ons;8;2025-09-04;9;12;60;285.00;1
73;Ahmed;6;2025-09-06;14;16;50;170.00;1
74;Ikram;5;2025-09-08;9;11;78;240.00;1
75;Jalel;1;2025-09-10;11;13;32;150.00;2
76;Houda;3;2025-09-12;8;10;22;140.00;1
77;Yosra;4;2025-09-14;13;15;34;130.00;1
78;Mehdi;7;2025-09-16;16;18;29;120.00;1
79;Basma;9;2025-09-18;10;12;60;200.00;1
80;Khalil;2;2025-09-20;15;18;95;390.00;1
81;Walid;0;2025-10-01;9;11;45;160.00;1
82;Senda;8;2025-10-03;10;13;70;285.00;1
83;Firas;6;2025-10-05;14;16;55;170.00;1
84;Moez;5;2025-10-07;9;12;85;360.00;1
85;Hela;1;2025-10-09;15;17;30;150.00;1
86;Samar;3;2025-10-11;11;13;40;140.00;1
87;Nour;4;2025-10-13;9;11;33;130.00;1
88;Nidhal;7;2025-10-15;13;15;28;120.00;2
89;Sarra;9;2025-10-17;9;12;65;300.00;1
90;Majdi;2;2025-10-19;14;17;92;390.00;1
91;Aymen;0;2025-11-02;10;12;40;160.00;1
92;Asma;8;2025-11-04;9;11;50;190.00;1
93;Hichem;6;2025-11-06;14;16;52;170.00;1
94;Lamia;5;2025-11-08;9;11;80;240.00;1
95;Nour;1;2025-11-10;11;13;34;150.00;1
96;Mondher;3;2025-11-12;8;10;24;140.00;1
97;Nawres;4;2025-11-14;13;15;32;130.00;1
98;Aziz;7;2025-11-16;16;18;29;120.00;1
99;Fatma;9;2025-11-18;10;13;60;300.00;1
100;Omar;2;2025-11-20;9;12;90;390.00;1
